Número de Ticket;Creado;Estado;Propietario;Asunto
202411184700043;18/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411184700043] DESACTIVACIÓN USUARIO GPR CEVALLOS VELASQUEZ MARIUXI ELIZABETH
202411184700039;18/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411184700039] DESACTIVACIÓN USUARIO GPR CORDOVA MONTERO PILAR DEL ROCIO
202411154700038;15/11/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202411154700038] DESACTIVACIÓN USUARIO GPR SANCHEZ LUZARRAGA PAOLA ANDREA
202411154700036;15/11/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202411154700036] DESACTIVACIÓN USUARIO GPR CEVALLOS VELASQUEZ MARIUXI ELIZABETH
202411114700160;11/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411114700160] APOYO ADMINISTRATIVO SEDIP- REVISAR MATRIZ EQUIPOS ENTREGADOS
202411114700158;11/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411114700158] ACTIVACIÓN USUARIO GPR MIRANDA LOOR VALERIA ISABEL
202411114700156;11/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411114700156] DESACTIVACIÓN USUARIO GPR OJEDA HERNANDEZ DARWIN VICENTE
202411114700155;11/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411114700155] DESACTIVACIÓN USUARIO GPR GONZALEZ SARANGO JORGE ENRIQUE, CAMINO CENTENO HECTOR PATRICIO, VASQUEZ PA [...]
202411114700153;11/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411114700153] DESACTIVACIÓN USUARIO GPR LOFFREDO TERAN FIORELLA ANAHI
202411074700164;7/11/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202411074700164] REVISAR MATRIZ DESACTIVACIÓN USUARIOS GPR OCTUBRE 2024
202411074700160;7/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411074700160] ACTIVACIÓN USUARIO GPR COORDINADORA ZONAL 9 SANCHEZ PILLCO PAOLA FERNANDA
202411074700159;7/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411074700159] DESACTIVACIÓN USUARIO GPR BENALCAZAR BENALCAZAR MARCO DANIEL COORDINADOR/A ZONAL 9
202411074700158;7/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411074700158] DESACTIVACION USUARIO GPR GALLARDO SOLIS JOANNA MARICELA COORDINADOR/A DE OFICINA TECNICA
202411074700157;7/11/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202411074700157] REVISAR MATRIZ DE SALIDAS DE FUNCIONARIOS OCTUBRE 2024
202410294700250;29/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410294700250] REMITIR AVAL MINTEL PROYECTO SEDIP (COMPLEMENTARIO)
202410284700031;28/10/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202410284700031] DESACTIVAR USUARIO GPR MOROCHO CARRERA EDISON RODOLFO
202410234700196;23/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410234700196] REALIZAR INFORME DE POSIBLE FILTRACIÓN DE DATOS DE LA DIGERCIC EN FORO DE DARK WEB
202410214700272;21/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410214700272] ASISTIR A CHARLA VIOLENCIA CONTRA LA MUJER
202410214700207;21/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410214700207] REVISAR MATRIZ DE AUDITORIA REALIZADA A CNE
202410214700204;21/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410214700204] REALIZAR PERFIL DE PROYECTO FORMATO MINTEL SERVICIOS GENERALES CNT
202410214700201;21/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410214700201] SOLICITAR A LA UNIDAD DE REDES INCLUIR EN EL LISTADO DE INSTITUCIONES LAS IPS PUBLICAS
202410214700198;21/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410214700198] SOLICITAR A LA UNIDAD DE INTEROPERABILIDAD RESULTADO DE CONSULTAS SOBRE 12 CÉDULAS
202410214700197;21/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410214700197] SOLICITAR A LA UNIDAD DE INTEROPERABILIDAD RESULTADO DE CONSULTAS SOBRE 6 CÉDULAS
202410214700195;21/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410214700195] REVISAR/ACTUALIZAR INFORME FILTRACIÓN DE DATOS DIGERCIC REPORTADO POR ECUCERT
202410214700191;21/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410214700191] REVISAR FIRMA INFORME EVALUACIÓN DE RIESGOS SECRETERIA TÉCNICA DE DESNUTRICIÓN
202410214700186;21/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410214700186] REALIZAR AUDITORIA EGSI A CNE
202410154700059;15/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410154700059] ASISTIR A REUNIÓN REVISIÓN CHECKLIST CONTROLES A CONVENIO CON CNE
202410144700137;14/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410144700137] DESACTIVACIÓN USUARIO GPR VASQUEZ CASTRO GUILLERMO SANTIAGO
202410144700024;14/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410144700024] SEGUNDA REVISIÓN TDR SERVICIOS PROFESIONALES DESARROLLO DE SOFTWARE
202410144700018;14/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410144700018] REVISAR/ELABORAR MATRIZ PARA CONTROL DE SEGURIDAD DE SEGURIDAD Y BUEN USO DE LA INFORMACIÓN - CNE
202410144700016;14/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410144700016] ELABORAR PERFIL DE PROYECTO SERVICIOS GENERALES DE CENTRO DE DATOS, CONECTIVIDAD Y COMPONENTES A NIV [...]
202410074700093;7/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410074700093] REALIZAR ARBOL DE PROBLEMAS DE LA DGTI
202410074700091;7/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410074700091] Revisar y subir a GPR los indicadores de la DGTI (Jul-Sept 2024)
202410074700086;7/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410074700086] Registro de evidencia GAC-252
202410074700083;7/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410074700083] Asistir a Capacitación NUEVAS DESTREZAS Y TÉCNICAS PARA AUDITORES YA CALIFICADOS
202410074700081;7/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410074700081] Asistir a capacitación en la Norma ISO 37001 Anti-Soborno
202410074700079;7/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410074700079] ELABORAR RESPUESTA MEMORANDO DIGERCIC-CGAF.DATH-2024-2110-M
202410074700076;7/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410074700076] ELABORAR RESPUESTA MEMORANDO DIGERCIC-CGAF.DATH-2024-2087-M
202410074700065;7/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410074700065] Creación de Usuario GPR Bryan Cortez DIO
202410024700055;2/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410024700055] DESACTIVAR USUARIO GPR CRIOLLO CHAVEZ DANILO SANTIAGO
202410024700048;2/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410024700048] REALIZAR/ACTUALIZAR PERFIL PROYECTO CÉDULA DIGITAL
202410024700047;2/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410024700047] REALIZAR Y REMITIR INFORME GPR TRIMESTRAL PERFILES DE PROYECTO
202410024700045;2/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410024700045] DESACTIVACIÓN USUARIO GPR DIRECTOR DE INFRAESTRUCTURA Steven Isaac Santillan Padilla
202410024700041;2/10/2024;Cerrado con exito;victor.freire;Re: [Ticket#202410024700041] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 30/09/24
202409174700112;17/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409174700112] ASISTIR REUNIÓN PROPUESTA NUEVO SWITCH BANCARIO
202409174700107;17/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409174700107] REVISAR PROPUESTA NUEVO SWITCH BANCARIO
202409174700104;17/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409174700104] REVISAR CRONOGRAMA PROYECTO SURI 4.0
202409114700075;11/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409114700075] ACTIVACIÓN USUARIO GPR GARNICA ROJAS ANDREA CRISTINA
202409114700013;11/9/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202409114700013] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 10/09/24
202409104700146;10/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409104700146] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 09/09/24
202409094700213;9/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409094700213] ACTIVACIÓN USUARIO GPR Diana Alexandra Estrella Pincay (BIENES)
202409054700087;5/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409054700087] REVISAR TDR SERVICIOS PROFESIONALES
202409044700039;4/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409044700039] DESACTIVACIÓN USUARIO GPR EX DIRECTOR SERVICIOS IDENTIFICACIÓN Y CEDULACIÓN
202409044700037;4/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409044700037] ACTIVACIÓN USUARIO GPR DIRECTOR SERVICIOS IDENTIFICACIÓN Y CEDULACIÓN ACOSTA FLORES MARCO JAVIER
202409034700196;3/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409034700196] REVISAR MATRIZ DE SALIDAS DE FUNCIONARIOS AGOSTO/SEPTIEMBRE 2024
202409024700410;2/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409024700410] REVISIÓN MATRIZ INGRESOS SEPTIEMBRE 2024
202409024700096;2/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409024700096] DESACTIVACIÓN USUARIO GPR CARTAGENA TAPIA EDUARDO RAFAEL
202409024700093;2/9/2024;Cerrado con exito;victor.freire;Re: [Ticket#202409024700093] REVISIÓN MATRICES DE DESVINCULACIÓN AGOSTO 2024
202408284700232;28/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408284700232] ACTIVAR USUARIO GPR EDGAR NIETO 1312467713
202408274700292;27/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408274700292] REVISAR/ACTUALIZAR INFORME SITUACIÓN ACTUAL DGTI AGOSTO 2024
202408264700017;26/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408264700017] DESACTIVACIÓN USUARIO GPR CRUZ HERNANDEZ JAIRO MAURICIO
202408264700015;26/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408264700015] DESACTIVACIÓN USUARIO GPR ANGUIETA TOBAR JAVIER EDISON
202408164700208;16/8/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202408164700208] DESACTIVACIÓN USUARIO GPR PUENTE AYALA AIDA MAGDALENA
202408164700115;16/8/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202408164700115] DESACTIVACIÓN USUARIO GPR DAVILA CERVANTES JAIME ANDRES
202408154700468;15/8/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202408154700468] DESACTIVACIÓN USUARIO GPR TORRES GUIJARRO VINUEZA ALEJANDRA ISABEL
202408154700466;15/8/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202408154700466] DESACTIVACIÓN USUARIO GPR TORRES CADENA VICTOR HUGO
202408124700242;12/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408124700242] REALIZAR/ACTUALIZAR PERFIL PROYECTO AGENCIA VIRTUAL
202408124700241;12/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408124700241] REALIZAR/ACTUALIZAR INFORME DE ARQUITECTURA AGENCIA VIRTUAL
202408124700239;12/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408124700239] REVISAR EN REPOSITORIO NEXTCLOUD LOS DICCIONARIOS DE DATOS EXISTENTES DE LOS SISTEMAS
202408074700084;7/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408074700084] REVISAR Y FIRMAR ACTA DE SUMINISTROS JULIO 2024
202408074700034;7/8/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202408074700034] REVISIÓN MATRIZ INGRESOS AGOSTO 2024
202408074700028;7/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408074700028] DESACTIVACIÓN USUARIO DENNIS FLORES
202408074700027;7/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408074700027] DESACTIVACIÓN USUARIO LUZURIAGA MILTON
202408074700015;7/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408074700015] DESACTIVACIÓN USUARIO ABAD ALMEIDA
202408074700014;7/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408074700014] DESACTIVACIÓN USUARIO CHACON INCA
202408074700012;7/8/2024;Cerrado con exito;victor.freire;Re: [Ticket#202408074700012] REVISIÓN MATRICES DE DESVINCULACIONES JULIO (FINAL DE MES)
202407264700020;26/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407264700020] DESACTIVACIÓN USUARIO GPR QUIROZ PIN FLOR MARIA
202407264700019;26/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407264700019] DESACTIVACIÓN USUARIO GPR BERMUDEZ MALDONADO ANGEL ANDRES
202407244700021;24/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407244700021] DESACTIVACIÓN USUARIO GPR SOTOMAYOR ORTIZ EVELYN SOFIA
202407224700114;22/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407224700114] DESACTIVACIÓN USUARIO GPR TORRES CHAVEZ DIANA CAROLINA
202407194700203;19/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407194700203] REVISAR/SUBIR EVIDENCIAS PARA PROEXCE (Julio 2024)
202407194700202;19/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407194700202] Acta Reunión 16-07-2024 Evidencias Proexce (Reunión realizada)
202407194700199;19/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407194700199] acta 453 f 07
202407194700173;19/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407194700173] Solicitud de suscripción del acta de riesgo
202407124700074;12/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407124700074] REALIZAR/ACTUALIZAR PERFIL DE PROYECTO SURI ACTUAL
202407124700073;12/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407124700073] REALIZAR/ACTUALIZAR INFORME DE ARQUITECTURA SURI ACTUAL
202407104700054;10/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407104700054] DESACTIVACIÓN USUARIO GPR CINDY CEDEÑO
202407094700065;9/7/2024;Cerrado con exito;victor.freire;ACTIVACIÓN USUARIO GPR COORDINADORA ZONAL 8 YULAN BAQUERIZO ANGELA KARLA
202407094700041;9/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407094700041] AGENDAR REUNIÓN REVISAR EVIDENCIA DE ACCIONES REALIZADAS PARA PROEXCE
202407084700067;8/7/2024;Cerrado con exito;victor.freire;REVISAR Y REMITIR RESPUESTAS A COMENTARIOS REALIZADOS EN INFORME DE ARQUITECTURA
202407054700188;5/7/2024;Cerrado con exito;victor.freire;REALIZAR LA GESTIÓN PARA SUMINISTROS DE LA DGTI JULIO 2024
202407034700231;3/7/2024;Cerrado con exito;victor.freire;REALIZAR MATRIZ CON REQUERIMIENTOS, QUIPUX ATENDIDOS ENERO A JUNIO 2024 UAYP
202407034700216;3/7/2024;Cerrado con exito;victor.freire;SOLICITAR EVIDENCIA AL ADMINISTRADOR SEDIP PARA ACCIONES DE MEJORA PROEXCE
202407034700215;3/7/2024;Cerrado con exito;victor.freire;SOLICITAR EVIDENCIA A SEGURIDAD INFORMÁTICA PARA ACCIONES DE MEJORA PROEXCE
202407034700212;3/7/2024;Cerrado con exito;victor.freire;REALIZAR INFORME GPR RIESGOS Realizar una priorización de proyectos institucionales por parte de los Directivos de la CGTIC
202407034700211;3/7/2024;Cerrado con exito;victor.freire;REALIZAR INFORME GPR PORCENTAJE DE ASESORIAS REALIZADAS UAYP
202407034700209;3/7/2024;Cerrado con exito;victor.freire;REALIZAR INFORME GPR PORCENTAJE DE PERFILES DE PROYECTO REALIZADOS UAYP
202407034700208;3/7/2024;Cerrado con exito;victor.freire;REALIZAR INFORME GPR PORCENTAJE DE INFORMES DE ARQUITECTURA REALIZADOS UAYP
202407014700206;1/7/2024;Cerrado con exito;victor.freire;Usuario activado
202407014700205;1/7/2024;Cerrado con exito;victor.freire;Matriz revisada
202407014700108;1/7/2024;Cerrado con exito;victor.freire;REALIZAR INFORMES GPR UNIDAD DE ARQUITECTURA Y PROYECTOS
202407014700107;1/7/2024;Cerrado con exito;victor.freire;Re: [Ticket#202407014700107] RECOLECTAR EVIDENCIA DE ACCIONES REALIZADAS PARA PROEXCE
202407014700106;1/7/2024;Cerrado con exito;victor.freire;Usuario desactivado
202407014700104;1/7/2024;Cerrado con exito;victor.freire;Usuario desactivado
202407014700100;1/7/2024;Cerrado con exito;victor.freire;Usuario desactivado
202407014700098;1/7/2024;Cerrado con exito;victor.freire;Matriz revisada
202406244700213;24/6/2024;Cerrado con exito;victor.freire;Informe realizado y remitido
202406244700212;24/6/2024;Cerrado con exito;victor.freire;Informe realizado y remitido
202406244700210;24/6/2024;Cerrado con exito;victor.freire;Re: [Ticket#202406244700210] ACTUALIZAR PERFIL PROYECTO SISTEMA REVIT NACIMIENTOS
202406244700209;24/6/2024;Cerrado con exito;victor.freire;Re: [Ticket#202406244700209] ACTUALIZAR INFORME ARQUITECTURA SISTEMA REVIT NACIMIENTOS
202406214700028;21/6/2024;Cerrado con exito;victor.freire;Correo enviado
202406214700025;21/6/2024;Cerrado con exito;victor.freire;Correo enviado
202406214700020;21/6/2024;Cerrado con exito;victor.freire;Usuario desactivado
202406184700107;18/6/2024;Cerrado con exito;victor.freire;Usuario activado
202406184700106;18/6/2024;Cerrado con exito;victor.freire;Usuario activado
202406174700095;17/6/2024;Cerrado con exito;victor.freire;Usuario activado
202406174700087;17/6/2024;Cerrado con exito;victor.freire;Usuario activado
202406174700084;17/6/2024;Cerrado con exito;victor.freire;Usuario activado
202406174700083;17/6/2024;Cerrado con exito;victor.freire;Usuario desactivado
202406134700182;13/6/2024;Cerrado con exito;victor.freire;Gestión realizada, carpeta creada
202406124700070;12/6/2024;Cerrado con exito;victor.freire;Evidencias revisadas y remitidas
202406104700107;10/6/2024;Cerrado con exito;victor.freire;Informe realizado y remitido
202406104700100;10/6/2024;Cerrado con exito;victor.freire;Matriz revisada y remitida
202406104700095;10/6/2024;Cerrado con exito;victor.freire;Usuario desactivado
202406104700092;10/6/2024;Cerrado con exito;victor.freire;Usuario activado
202406104700091;10/6/2024;Cerrado con exito;victor.freire;Usuario activado
202406104700089;10/6/2024;Cerrado con exito;victor.freire;Usuario activado
202406104700088;10/6/2024;Cerrado con exito;victor.freire;Matriz revisada
202406104700076;10/6/2024;Cerrado con exito;victor.freire;Usuario desactivado
202406104700075;10/6/2024;Cerrado con exito;victor.freire;Usuario desactivado
202405224700025;22/5/2024;Cerrado con exito;victor.freire;Usuario desactivado
202405174700020;17/5/2024;Cerrado con exito;victor.freire;Formularios adjuntados a ticket
202405174700014;17/5/2024;Cerrado con exito;victor.freire;Informe actualizado
202405174700013;17/5/2024;Cerrado con exito;victor.freire;Informe actualizado
202405174700010;17/5/2024;Cerrado con exito;victor.freire;Perfil realizado y remitido
202405174700009;17/5/2024;Cerrado con exito;victor.freire;Informe actualizado
202405174700007;17/5/2024;Cerrado con exito;victor.freire;Informe actualizado
202405144700017;14/5/2024;Cerrado con exito;victor.freire;Diagramas realizados
202405084700320;8/5/2024;Cerrado con exito;victor.freire;Usuarios desactivados
202405084700316;8/5/2024;Cerrado con exito;victor.freire;Usuarios desactivados
202405014700109;1/5/2024;Cerrado con exito;victor.freire;Usuario creado
202405014700107;1/5/2024;Cerrado con exito;victor.freire;Usuarios desactivados
202404294700012;29/4/2024;Cerrado con exito;victor.freire;Autorización remitida
202404244700257;24/4/2024;Cerrado con exito;victor.freire;Diagrama remitido
202404244700223;24/4/2024;Cerrado con exito;victor.freire;Usuario activado
202404234700069;23/4/2024;Cerrado con exito;victor.freire;Usuario activado
202404224700113;22/4/2024;Cerrado con exito;victor.freire;Usuario activado
202404224700051;22/4/2024;Cerrado con exito;victor.freire;Usuario activado
202404224700045;22/4/2024;Cerrado con exito;victor.freire;Usuario desactivado
202404154700060;15/4/2024;Cerrado con exito;victor.freire;Usuario activado
202404154700052;15/4/2024;Cerrado con exito;victor.freire;Usuario activado
202404154700022;15/4/2024;Cerrado con exito;victor.freire;Recordatorio realizado
202404154700021;15/4/2024;Cerrado con exito;victor.freire;Correo enviado
202404094700188;9/4/2024;Cerrado con exito;victor.freire;Informe borrador realizado
202404084700053;8/4/2024;Cerrado con exito;victor.freire;Usuario activado
202404084700050;8/4/2024;Cerrado con exito;victor.freire;Usuario activado
202404054700024;5/4/2024;Cerrado con exito;victor.freire;Memorando realizado y enviado
202404054700023;5/4/2024;Cerrado con exito;victor.freire;Usuario desactivado
202404014700126;1/4/2024;Cerrado con exito;victor.freire;Usuario desactivado
202404014700080;1/4/2024;Cerrado con exito;victor.freire;Usuario desactivado
202404014700077;1/4/2024;Cerrado con exito;victor.freire;Usuario desactivado
202404014700075;1/4/2024;Cerrado con exito;victor.freire;Usuario desactivado
202404014700072;1/4/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403264700289;26/3/2024;Cerrado con exito;victor.freire;Informe realizado
202403264700288;26/3/2024;Cerrado con exito;victor.freire;Recordatorio realizado
202403264700107;26/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403264700066;26/3/2024;Cerrado con exito;victor.freire;Diagramas recopilados
202403264700063;26/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403264700060;26/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403224700049;22/3/2024;Cerrado con exito;victor.freire;Asistencia realizada
202403194700045;19/3/2024;Cerrado con exito;victor.freire;Acuerdos remitidos
202403184700078;18/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403144700119;14/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403144700118;14/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403144700116;14/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403134700305;13/3/2024;Cerrado con exito;victor.freire;Memorando de respuesta enviado
202403134700105;13/3/2024;Cerrado con exito;victor.freire;Evidencias subidas
202403134700021;13/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403124700154;12/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403124700029;12/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403114700247;11/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403114700055;11/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403114700053;11/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403114700052;11/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403074700164;7/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403074700125;7/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403074700123;7/3/2024;Cerrado con exito;victor.freire;Revisado
202403074700102;7/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403074700097;7/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403074700096;7/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403074700093;7/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403074700091;7/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403074700090;7/3/2024;Cerrado con exito;victor.freire;Usuarios desactivados
202403074700085;7/3/2024;Cerrado con exito;victor.freire;Revisado
202403074700084;7/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403074700081;7/3/2024;Cerrado con exito;victor.freire;Revisado
202403074700078;7/3/2024;Cerrado con exito;victor.freire;Usuario desactivado
202403074700064;7/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403074700062;7/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403074700059;7/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403074700057;7/3/2024;Cerrado con exito;victor.freire;Usuario activado
202403064700273;6/3/2024;Cerrado con solución provisional;victor.freire;Pendiente actualización
202403064700059;6/3/2024;Cerrado con exito;victor.freire;Reunión realizada
202403064700054;6/3/2024;Cerrado con exito;victor.freire;Informe remitido al área requirente
202403054700082;5/3/2024;Cerrado con exito;victor.freire;Matriz revisada
202403054700079;5/3/2024;Cerrado con exito;victor.freire;Matriz revisada
202403054700077;5/3/2024;Cerrado con exito;victor.freire;Revisado
202403054700076;5/3/2024;Cerrado con exito;victor.freire;Revisado y remitido
202402264700308;26/2/2024;Cerrado con exito;victor.freire;Revisado
202402234700090;23/2/2024;Cerrado con exito;victor.freire;Usuario desactivado
202402234700089;23/2/2024;Cerrado con exito;victor.freire;Usuario desactivado
202402194700052;19/2/2024;Cerrado con exito;victor.freire;Respuesta remitida
202402194700050;19/2/2024;Cerrado con exito;victor.freire;Gestión realizada
202402194700038;19/2/2024;Cerrado con exito;victor.freire;[Ticket#202402194700038] Estatuto Orgánico de Gestión Organizacional por Procesos - Entregables (Remitir)
202402194700035;19/2/2024;Cerrado con exito;victor.freire;Revisado
202402194700030;19/2/2024;Cerrado con exito;victor.freire;Correo enviado
202402144700143;14/2/2024;Cerrado con exito;victor.freire;Usuario activado
202402094700253;9/2/2024;Cerrado con exito;victor.freire;Usuario desactivado
202402094700251;9/2/2024;Cerrado con exito;victor.freire;Correo enviado
202402094700250;9/2/2024;Cerrado con exito;victor.freire;Perfil borrador realizado
202402054700382;5/2/2024;Cerrado con exito;victor.freire;Usuario desactivado
202402054700378;5/2/2024;Cerrado con exito;victor.freire;Usuarios desactivados
202402054700377;5/2/2024;Cerrado con exito;victor.freire;Matriz revisada
202402054700374;5/2/2024;Cerrado con exito;victor.freire;Usuario activado
202402054700370;5/2/2024;Cerrado con exito;victor.freire;Usuario creado
202402054700360;5/2/2024;Cerrado con exito;victor.freire;Usuario desactivado
202402054700355;5/2/2024;Cerrado con exito;victor.freire;Usuarios desactivados
202402054700342;5/2/2024;Cerrado con exito;victor.freire;Revisado
202402054700336;5/2/2024;Cerrado con exito;victor.freire;Usuarios desactivados
202402054700335;5/2/2024;Cerrado con exito;victor.freire;Revisado
202402054700333;5/2/2024;Cerrado con exito;victor.freire;Usuario activado
202401264700234;26/1/2024;Cerrado con exito;victor.freire;Activación realizada
202401264700232;26/1/2024;Cerrado con exito;victor.freire;Desactivación realizada
202401254700086;25/1/2024;Cerrado con exito;victor.freire;Usuario creado
202401254700085;25/1/2024;Cerrado con exito;victor.freire;Usuario desactivado
202401254700081;25/1/2024;Cerrado con exito;victor.freire;Matriz enviada
202401244700009;24/1/2024;Cerrado con exito;victor.freire;Reportes remitidos
202401224700167;22/1/2024;Cerrado con exito;victor.freire;Evidencias enviadas
202401184700168;18/1/2024;Cerrado con exito;victor.freire;Respuesta enviada
202401184700166;18/1/2024;Cerrado con exito;victor.freire;Riesgos subidos
202401184700164;18/1/2024;Cerrado con exito;victor.freire;Cronograma remitido
202401184700160;18/1/2024;Cerrado con exito;victor.freire;Respuesta enviada
202401184700157;18/1/2024;Cerrado con exito;victor.freire;Usuario activado
202401184700153;18/1/2024;Cerrado con exito;victor.freire;Usuario desactivado
202401184700147;18/1/2024;Cerrado con exito;victor.freire;Usuario desactivado
202401184700145;18/1/2024;Cerrado con exito;victor.freire;Usuario desactivado
